word	matchWholeWord	isYoutube	isUsername	isAlert	isBlackList	isExactFiltering
homosxual	1	0	0	0	1	0
5ex	1	0	1	1	1	1
fukeen	1	0	0	0	1	0
bithch	1	0	0	0	1	0
fuc	1	0	1	0	1	1
sutup	1	0	0	0	1	0
fvk	1	0	1	0	1	1
bicth	1	0	0	0	1	0
bra	1	0	0	1	0	0
wanna have	0	0	0	1	0	0
let's have	1	0	0	1	0	0
who wants to have	0	0	0	1	0	0
wanna do it	0	0	0	1	0	0
@hotmail	0	0	1	1	1	0
@gmail	0	0	1	1	1	0
@live	0	0	1	1	0	0
lie down	1	0	0	1	0	0
lay down	1	0	1	1	1	1
ly down	1	0	0	1	0	0
what school do you go to	0	0	0	1	0	0
meet in real life	0	0	0	1	0	0
date in real life	0	0	0	1	0	0
what do you look like	0	0	0	1	0	0
real picture	0	0	0	1	0	0
what is your email	0	0	0	1	0	0
take your top off	1	0	0	1	1	0
suck my	1	0	0	1	1	0
lick my	1	0	0	0	1	0
suck your	1	0	0	1	1	0
cipa	1	0	0	0	1	0
xomcom	0	0	1	0	1	0
address	1	0	0	1	1	1
adress	1	0	0	1	1	1
cutting	1	1	1	1	1	0
dickhead	1	0	1	0	1	0
quck	1	0	0	0	1	0
shithead	1	0	1	0	1	0
fuckhead	1	0	1	0	1	0
fuqen	1	0	0	0	1	0
wanna have 6	1	0	0	1	0	0
want to have 6	1	0	0	1	0	0
6ex	1	0	1	1	1	1
6exy	1	0	1	0	1	1
lick you	1	0	0	1	1	0
lick your	1	0	0	1	1	0
mouthrape	1	0	0	1	1	0
mouth rape	1	0	0	1	1	0
gang bang	1	0	0	1	1	0
penus	1	0	0	1	1	0
suck on it	1	0	0	1	1	0
vegina	1	0	0	0	1	0
licking you	1	0	0	1	1	0
licking your	1	0	0	1	1	0
phone num	1	0	0	1	1	0
phonenum	1	0	0	1	1	0
wat your name	1	0	0	0	1	0
wats your name	1	0	0	1	1	0
wats ur name	1	0	0	1	1	0
how old are	1	0	0	1	1	0
make babies	1	0	0	0	1	0
make baby	1	0	0	0	1	0
go to hell	1	0	0	0	1	0
cockblock	1	0	0	0	1	0
hell	1	0	1	0	1	1
suck me	1	0	0	0	1	0
suckme	1	0	0	0	1	0
fist you	1	0	0	0	1	0
fist me	1	0	0	0	1	0
drug	1	0	0	0	1	1
drugs	1	0	0	0	1	1
kik	1	0	0	1	1	1
seks	1	0	0	1	1	0
sx	1	0	1	0	1	0
fock	1	0	0	0	1	0
arss	1	0	0	0	1	0
phanny	1	0	0	1	1	0
mspprotectionforce	0	0	1	1	0	0
protection force	0	0	1	1	0	0
lapdance	1	1	1	0	1	0
lap dance	1	1	1	0	1	0
sexygirl	1	0	1	0	1	0
figging	1	0	0	0	1	0
wanna have sx	1	0	0	0	1	1
seax	1	0	0	0	1	1
puss	1	0	0	0	1	0
fhuck	1	0	0	0	1	0
omegle	1	0	0	0	1	0
sax	1	0	0	0	1	0
bang me	1	1	1	0	1	0
der neger	1	1	1	0	1	0
hump	1	0	1	0	1	1
humping	1	0	1	0	1	0
