word	matchWholeWord	isYoutube	isUsername	isAlert	isBlackList	isExactFiltering
jacule	1	1	1	1	1	0
pute	1	1	1	0	1	0
suce	1	0	1	0	1	0
hotmail	1	0	1	1	1	0
skipe	1	0	1	1	1	0
bese	1	1	1	1	1	0
la bite	1	1	1	1	1	0
tabite	1	0	1	1	1	0
accouchement	1	1	1	1	1	0
face time	1	0	1	1	1	0
bese moi	1	1	1	1	1	0
chaude	1	0	1	1	0	0
biatch	1	1	1	0	1	0
zizi	1	1	1	1	1	0
Meetic	1	1	1	1	1	0
instagram	1	0	0	1	1	0
ton Q	1	1	1	1	1	0
mon Q	1	1	1	1	1	0
email	1	0	0	1	1	0
mail	1	1	0	1	1	0
koi ton nom	1	0	0	1	1	0
koi ton prénom	1	0	0	1	1	0
koi ton prenom	1	0	0	1	1	0
quoi ton nom	1	0	0	1	1	0
quoi ton prénom	1	0	0	1	1	0
quoi ton prenom	1	0	0	1	1	0
tabite ou	1	0	0	1	1	0
jabite	1	0	0	1	1	0
habite	1	0	0	1	0	0
abite	1	0	0	0	1	0
comment faire l'amour	1	1	0	1	1	0
hommage	1	1	0	1	0	0
sodomi	1	1	1	1	1	0
sodomie	1	1	1	1	1	0
cochonne	1	1	1	1	1	0
batare	1	1	1	0	1	0
pas tes parents	0	0	0	1	0	0
cachete	1	0	0	1	0	0
secret	1	0	0	1	0	0
pas le dire	1	0	0	1	0	0
skip	1	0	1	1	1	0
doiter	1	1	1	1	0	0
doite	1	1	1	1	0	0
godemichet	1	1	1	1	1	0
chaudace	1	1	1	1	1	0
faire l'amour	1	1	1	1	1	0
accouche	1	1	1	1	0	0
fait l'amour	1	1	1	1	1	0
modérateur	1	0	1	1	0	0
lècheuse	1	1	1	1	1	0
bit	1	0	0	1	0	0
PEDOBEAR	1	1	1	1	1	0
pedob	1	1	1	1	1	0
kamasutra	1	1	1	1	1	0
pornteub	1	1	1	1	1	0
teub	1	1	1	1	1	0
